"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","zhiyang"
"Cmdline:","dstat -tcnm --output ../logs/1/dstat_mw1.csv",,,,"Date:","17 Oct 2018 20:39:35 UTC"

"system","total cpu usage",,,,,,"net/total",,"memory usage",,,
17-10 21:25:24,18.182,7.403,70.130,0.0,0.0,4.286,25394980.0,24776055.0,1912373248.0,19103744.0,271675392.0,12502937600.0
17-10 21:25:25,18.954,7.451,69.281,0.0,0.0,4.314,25397081.0,24786642.0,1914470400.0,19103744.0,271675392.0,12500840448.0
17-10 21:25:26,17.161,6.323,72.516,0.0,0.0,4.0,25396485.0,24748718.0,1914961920.0,19103744.0,271675392.0,12500348928.0
17-10 21:25:27,18.029,6.615,71.725,0.0,0.0,3.632,25400160.0,24773317.0,1973350400.0,19103744.0,271675392.0,12441960448.0
17-10 21:25:28,16.062,6.865,73.705,0.0,0.0,3.368,25395284.0,24777490.0,1971187712.0,19103744.0,271675392.0,12444123136.0
17-10 21:25:29,16.340,8.235,71.765,0.0,0.0,3.660,25394554.0,24781677.0,1971384320.0,19103744.0,271675392.0,12443926528.0
17-10 21:25:30,18.750,6.250,71.354,0.0,0.0,3.646,25392918.0,24750662.0,1971417088.0,19103744.0,271675392.0,12443893760.0
17-10 21:25:31,19.301,7.254,70.984,0.0,0.0,2.461,25399536.0,24751617.0,1971449856.0,19103744.0,271675392.0,12443860992.0
17-10 21:25:32,18.005,6.477,72.927,0.0,0.0,2.591,25407385.0,24797864.0,1969508352.0,19103744.0,271675392.0,12445802496.0
17-10 21:25:33,15.727,4.718,76.933,0.0,0.0,2.621,25385186.0,24750769.0,1969377280.0,19103744.0,271675392.0,12445933568.0
17-10 21:25:34,18.344,7.389,70.191,0.0,0.0,4.076,25400185.0,24776790.0,1969278976.0,19103744.0,271675392.0,12446031872.0
17-10 21:25:35,19.588,6.959,69.974,0.0,0.0,3.479,25406112.0,24789909.0,1967443968.0,19103744.0,271675392.0,12447866880.0
17-10 21:25:36,18.999,6.418,70.603,0.128,0.0,3.851,25386537.0,24762988.0,1967271936.0,19111936.0,271675392.0,12448030720.0
17-10 21:25:37,18.782,6.865,70.596,0.0,0.0,3.756,25400058.0,24764193.0,1967697920.0,19111936.0,271675392.0,12447604736.0
17-10 21:25:38,18.407,6.919,70.757,0.0,0.0,3.916,25406008.0,24771232.0,1965142016.0,19111936.0,271675392.0,12450160640.0
17-10 21:25:39,16.446,8.090,70.159,0.0,0.0,5.305,25385351.0,24745790.0,1965371392.0,19111936.0,271675392.0,12449931264.0
17-10 21:25:40,18.147,6.950,71.042,0.0,0.0,3.861,25396308.0,24766751.0,1965305856.0,19111936.0,271675392.0,12449996800.0
17-10 21:25:41,18.016,5.614,72.977,0.0,0.0,3.394,25405100.0,24787341.0,1965207552.0,19111936.0,271675392.0,12450095104.0
17-10 21:25:42,16.345,6.950,72.973,0.0,0.0,3.732,25392360.0,24757882.0,1965207552.0,19111936.0,271675392.0,12450095104.0
17-10 21:25:43,16.815,6.115,73.376,0.0,0.0,3.694,25394878.0,24762807.0,1963470848.0,19111936.0,271675392.0,12451831808.0
17-10 21:25:44,15.885,6.771,74.609,0.0,0.0,2.734,25406234.0,24767344.0,1963405312.0,19111936.0,271675392.0,12451897344.0
17-10 21:25:45,17.708,6.250,73.698,0.0,0.0,2.344,25386122.0,24790610.0,1965436928.0,19111936.0,271675392.0,12449865728.0
17-10 21:25:46,17.008,7.161,72.890,0.0,0.0,2.941,25400768.0,24765185.0,1963208704.0,19111936.0,271675392.0,12452093952.0
17-10 21:25:47,16.903,6.581,73.161,0.0,0.0,3.355,25405367.0,24762234.0,1963470848.0,19111936.0,271675392.0,12451831808.0
17-10 21:25:48,15.927,6.266,73.760,0.0,0.0,4.047,25387246.0,24759161.0,1961140224.0,19111936.0,271679488.0,12454158336.0
17-10 21:25:49,17.755,5.222,73.368,0.0,0.0,3.655,25400571.0,24781318.0,1961336832.0,19111936.0,271679488.0,12453961728.0
17-10 21:25:50,20.126,6.038,70.943,0.0,0.0,2.893,25800449.0,25139439.0,1959043072.0,19111936.0,271679488.0,12456255488.0
17-10 21:25:51,17.369,6.003,72.669,0.0,0.0,3.959,25390339.0,24767608.0,1958977536.0,19111936.0,271679488.0,12456321024.0
17-10 21:25:52,17.513,6.345,72.716,0.0,0.0,3.426,25401184.0,24790008.0,1956659200.0,19111936.0,271679488.0,12458639360.0
17-10 21:25:53,17.551,6.439,73.232,0.0,0.0,2.778,25400054.0,24751738.0,1957019648.0,19111936.0,271679488.0,12458278912.0
17-10 21:25:54,15.504,5.426,75.323,0.0,0.0,3.747,25391778.0,24777446.0,1956757504.0,19111936.0,271679488.0,12458541056.0
17-10 21:25:55,17.639,6.355,73.541,0.0,0.0,2.464,25395337.0,24746057.0,1956986880.0,19111936.0,271679488.0,12458311680.0
17-10 21:25:56,14.993,6.389,75.359,0.0,0.0,3.259,25401258.0,24779589.0,1954758656.0,19111936.0,271679488.0,12460539904.0
17-10 21:25:57,16.319,6.005,74.674,0.0,0.0,3.003,25387039.0,24759482.0,1954336768.0,19111936.0,271679488.0,12460961792.0
17-10 21:25:58,18.638,6.427,70.951,0.0,0.0,3.985,25399734.0,24771978.0,1954271232.0,19111936.0,271679488.0,12461027328.0
17-10 21:25:59,18.854,7.261,70.828,0.0,0.0,3.057,25401387.0,24788491.0,1952169984.0,19111936.0,271683584.0,12463124480.0
17-10 21:26:00,17.571,7.881,70.543,0.0,0.0,4.005,25391544.0,24741102.0,1952301056.0,19111936.0,271683584.0,12462993408.0
17-10 21:26:01,16.881,6.314,72.552,0.0,0.0,4.253,25400390.0,24812207.0,1950138368.0,19111936.0,271683584.0,12465156096.0
17-10 21:26:02,19.897,5.814,71.318,0.0,0.0,2.972,25406477.0,24748766.0,1949851648.0,19111936.0,271683584.0,12465442816.0
17-10 21:26:03,16.389,6.146,73.880,0.0,0.0,3.585,25388112.0,24750063.0,1950539776.0,19111936.0,271683584.0,12464754688.0
17-10 21:26:04,16.561,6.242,74.013,0.0,0.0,3.185,25399917.0,24765508.0,1949433856.0,19111936.0,271683584.0,12465860608.0
17-10 21:26:05,18.686,5.928,72.165,0.0,0.0,3.222,25392252.0,24811478.0,1948938240.0,19111936.0,271683584.0,12466356224.0
17-10 21:26:06,16.558,6.519,73.142,0.0,0.0,3.781,25391892.0,24747398.0,1949265920.0,19111936.0,271683584.0,12466028544.0
17-10 21:26:07,18.710,6.953,69.279,1.138,0.0,3.919,25399944.0,24757058.0,1947279360.0,19120128.0,271683584.0,12468006912.0
17-10 21:26:08,20.154,7.574,68.678,0.0,0.0,3.594,25401348.0,24785645.0,1947410432.0,19120128.0,271683584.0,12467875840.0
17-10 21:26:09,16.979,6.818,71.390,0.0,0.0,4.813,25390308.0,24747161.0,1947377664.0,19120128.0,271683584.0,12467908608.0
17-10 21:26:10,18.003,5.913,72.668,0.0,0.0,3.417,25400362.0,24778475.0,1945575424.0,19120128.0,271683584.0,12469710848.0
17-10 21:26:11,18.968,6.065,71.355,0.0,0.0,3.613,25400117.0,24768426.0,1945149440.0,19120128.0,271683584.0,12470136832.0
17-10 21:26:12,18.717,7.984,69.372,0.0,0.0,3.927,25388550.0,24772366.0,1942794240.0,19120128.0,271683584.0,12472492032.0
17-10 21:26:13,16.406,5.729,75.781,0.0,0.0,2.083,25399720.0,24770865.0,1942827008.0,19120128.0,271683584.0,12472459264.0
17-10 21:26:14,17.945,5.462,73.212,0.0,0.0,3.381,25396686.0,24748032.0,1943121920.0,19120128.0,271683584.0,12472164352.0
17-10 21:26:15,19.309,7.033,69.693,0.0,0.0,3.964,25399871.0,24770529.0,1940762624.0,19120128.0,271683584.0,12474523648.0
17-10 21:26:16,19.766,7.152,69.051,0.0,0.0,4.031,25791303.0,25179408.0,1940893696.0,19120128.0,271683584.0,12474392576.0
17-10 21:26:17,18.758,6.598,70.116,0.0,0.0,4.528,25395194.0,24729357.0,1938374656.0,19120128.0,271683584.0,12476911616.0
17-10 21:26:18,19.110,6.283,71.728,0.0,0.0,2.880,25396502.0,24739954.0,1938407424.0,19120128.0,271683584.0,12476878848.0
17-10 21:26:19,19.487,6.538,69.744,0.0,0.0,4.231,25395516.0,24803575.0,1936441344.0,19120128.0,271683584.0,12478844928.0
17-10 21:26:20,19.459,7.474,69.459,0.0,0.0,3.608,25400962.0,24759610.0,1936408576.0,19120128.0,271683584.0,12478877696.0
17-10 21:26:21,19.974,7.523,70.039,0.0,0.0,2.464,25382559.0,24775719.0,1934344192.0,19120128.0,271683584.0,12480942080.0
17-10 21:26:22,17.761,6.049,72.844,0.0,0.0,3.346,25411372.0,24776361.0,1934217216.0,19120128.0,271687680.0,12481064960.0
17-10 21:26:23,16.624,6.572,73.840,0.0,0.0,2.964,25399184.0,24762763.0,1934147584.0,19120128.0,271687680.0,12481134592.0
17-10 21:26:24,17.290,6.710,72.516,0.0,0.0,3.484,25796785.0,25163270.0,1934311424.0,19120128.0,271687680.0,12480970752.0
17-10 21:26:25,17.228,5.440,74.223,0.0,0.0,3.109,25391165.0,24759287.0,1932083200.0,19120128.0,271687680.0,12483198976.0
17-10 21:26:26,16.452,6.427,74.165,0.0,0.0,2.956,25395632.0,24775444.0,1932017664.0,19120128.0,271687680.0,12483264512.0
17-10 21:26:27,16.515,5.722,74.772,0.0,0.0,2.991,25406013.0,24793376.0,1932103680.0,19120128.0,271687680.0,12483178496.0
17-10 21:26:28,17.005,6.218,73.350,0.0,0.0,3.426,25391144.0,24740972.0,1930407936.0,19120128.0,271687680.0,12484874240.0
17-10 21:26:29,15.816,6.888,74.490,0.0,0.0,2.806,25394661.0,24769780.0,1930375168.0,19120128.0,271687680.0,12484907008.0
17-10 21:26:30,17.335,5.563,74.127,0.0,0.0,2.975,25406103.0,24769255.0,1928310784.0,19120128.0,271687680.0,12486971392.0
17-10 21:26:31,17.330,5.777,74.198,0.0,0.0,2.696,25391049.0,24742164.0,1926017024.0,19120128.0,271687680.0,12489265152.0
17-10 21:26:32,16.839,6.736,73.446,0.0,0.0,2.979,25400469.0,24798109.0,1925767168.0,19120128.0,271687680.0,12489515008.0
17-10 21:26:33,17.761,6.049,73.230,0.0,0.0,2.960,25401324.0,24769642.0,1925578752.0,19120128.0,271687680.0,12489703424.0
17-10 21:26:34,16.021,6.072,75.065,0.0,0.0,2.842,25389198.0,24750779.0,1923579904.0,19120128.0,271687680.0,12491702272.0
17-10 21:26:35,15.473,6.777,74.425,0.0,0.0,3.325,25396695.0,24773348.0,1923678208.0,19120128.0,271687680.0,12491603968.0
17-10 21:26:36,16.408,6.072,74.677,0.0,0.0,2.842,25404690.0,24769723.0,1921613824.0,19120128.0,271687680.0,12493668352.0
17-10 21:26:37,16.557,5.782,74.244,0.0,0.0,3.417,25391318.0,24770963.0,1921724416.0,19120128.0,271687680.0,12493557760.0
17-10 21:26:38,17.268,5.928,72.294,0.129,0.0,4.381,25381458.0,24698982.0,1921634304.0,19128320.0,271687680.0,12493639680.0
17-10 21:26:39,16.624,6.572,74.098,0.0,0.0,2.706,25421583.0,24891129.0,1919569920.0,19128320.0,271687680.0,12495704064.0
17-10 21:26:40,17.369,5.875,73.691,0.0,0.0,3.065,25385289.0,24706031.0,1919733760.0,19128320.0,271687680.0,12495540224.0
17-10 21:26:41,17.165,6.242,73.992,0.0,0.0,2.601,25400400.0,24817506.0,1919668224.0,19128320.0,271687680.0,12495605760.0
17-10 21:26:42,17.380,7.523,71.077,0.0,0.0,4.021,25356333.0,24661359.0,1919602688.0,19128320.0,271687680.0,12495671296.0
17-10 21:26:43,18.968,8.129,69.548,0.0,0.0,3.355,25831830.0,25268755.0,1919741952.0,19128320.0,271687680.0,12495532032.0
17-10 21:26:44,16.288,6.439,73.611,0.0,0.0,3.662,25398384.0,24727799.0,1917579264.0,19128320.0,271687680.0,12497694720.0
17-10 21:26:45,18.950,6.914,71.447,0.0,0.0,2.689,25406315.0,24770738.0,1917612032.0,19128320.0,271687680.0,12497661952.0
17-10 21:26:46,18.005,7.124,71.762,0.0,0.0,3.109,25391656.0,24768811.0,1919643648.0,19128320.0,271687680.0,12495630336.0
17-10 21:26:47,18.029,7.004,71.466,0.0,0.0,3.502,25395667.0,24763500.0,1919741952.0,19128320.0,271687680.0,12495532032.0
17-10 21:26:48,18.394,8.290,69.689,0.0,0.0,3.627,25405954.0,24784508.0,1921622016.0,19128320.0,271687680.0,12493651968.0
17-10 21:26:49,18.217,6.202,71.835,0.0,0.0,3.747,25391618.0,24766082.0,1921589248.0,19128320.0,271687680.0,12493684736.0
17-10 21:26:50,18.383,6.780,70.665,0.0,0.0,4.172,25396138.0,24764480.0,1919492096.0,19128320.0,271687680.0,12495781888.0
17-10 21:26:51,20.513,7.821,68.590,0.0,0.0,3.077,25802201.0,25155515.0,1919524864.0,19128320.0,271687680.0,12495749120.0
17-10 21:26:52,18.194,6.839,72.0,0.0,0.0,2.968,25390725.0,24754849.0,1955340288.0,19128320.0,271687680.0,12459933696.0
17-10 21:26:53,16.300,8.021,72.704,0.0,0.0,2.975,25395910.0,24783827.0,2005995520.0,19128320.0,271691776.0,12409274368.0
17-10 21:26:54,17.815,6.372,71.912,0.0,0.0,3.901,25404360.0,24758463.0,2008252416.0,19128320.0,271691776.0,12407017472.0
17-10 21:26:55,16.991,6.355,72.892,0.0,0.0,3.761,25391899.0,24754986.0,2007928832.0,19128320.0,271691776.0,12407341056.0
17-10 21:26:56,17.829,6.848,70.672,0.0,0.0,4.651,25400430.0,24790257.0,2008186880.0,19128320.0,271695872.0,12407078912.0
17-10 21:26:57,17.639,5.707,72.374,0.0,0.0,4.280,25405320.0,24752437.0,2010316800.0,19128320.0,271695872.0,12404948992.0
17-10 21:26:58,18.766,6.941,71.208,0.0,0.0,3.085,25387579.0,24779366.0,2010165248.0,19128320.0,271695872.0,12405100544.0
17-10 21:26:59,17.647,6.275,72.810,0.0,0.0,3.268,25399209.0,24765790.0,2007904256.0,19128320.0,271695872.0,12407361536.0
17-10 21:27:00,18.614,6.675,70.732,0.0,0.0,3.979,25795824.0,25144620.0,2010034176.0,19128320.0,271695872.0,12405231616.0
17-10 21:27:01,15.938,6.812,74.293,0.0,0.0,2.956,25392286.0,24762686.0,2010034176.0,19128320.0,271695872.0,12405231616.0
17-10 21:27:02,17.632,6.049,73.102,0.0,0.0,3.218,25400032.0,24787064.0,2008133632.0,19128320.0,271695872.0,12407132160.0
17-10 21:27:03,19.588,6.443,69.974,0.0,0.0,3.995,25403360.0,24733857.0,2010279936.0,19128320.0,271695872.0,12404985856.0
17-10 21:27:04,20.0,6.968,68.645,0.0,0.0,4.387,25781891.0,25177243.0,2010411008.0,19128320.0,271695872.0,12404854784.0
17-10 21:27:05,18.277,6.789,71.018,0.0,0.0,3.916,25260924.0,24579201.0,2007887872.0,19128320.0,271695872.0,12407377920.0
17-10 21:27:06,19.897,7.060,69.961,0.0,0.0,3.081,25525774.0,24946704.0,2010279936.0,19128320.0,271695872.0,12404985856.0
17-10 21:27:07,18.839,7.226,70.194,0.0,0.0,3.742,25390777.0,24738327.0,2050285568.0,19128320.0,271695872.0,12364980224.0
17-10 21:27:08,18.790,6.950,70.785,0.129,0.0,3.346,25395873.0,24783673.0,2050502656.0,19136512.0,271695872.0,12364754944.0
17-10 21:27:09,17.617,6.865,71.891,0.0,0.0,3.627,25405601.0,24754599.0,2050568192.0,19136512.0,271695872.0,12364689408.0
17-10 21:27:10,17.571,6.331,73.256,0.0,0.0,2.842,25392253.0,24780444.0,2048536576.0,19136512.0,271695872.0,12366721024.0
17-10 21:27:11,15.415,6.606,75.259,0.0,0.0,2.720,25399746.0,24765463.0,2050469888.0,19136512.0,271695872.0,12364787712.0
17-10 21:27:12,15.722,6.443,75.0,0.0,0.0,2.835,25400238.0,24788920.0,2050502656.0,19136512.0,271695872.0,12364754944.0
17-10 21:27:13,14.621,5.875,76.110,0.0,0.0,3.394,25391144.0,24747001.0,2050306048.0,19136512.0,271695872.0,12364951552.0
17-10 21:27:14,16.294,4.599,76.084,0.0,0.0,3.022,25400336.0,24778995.0,2048274432.0,19136512.0,271695872.0,12366983168.0
17-10 21:27:15,16.433,6.115,73.631,0.0,0.0,3.822,25388531.0,24773397.0,2050076672.0,19136512.0,271695872.0,12365180928.0
17-10 21:27:16,18.475,6.460,71.705,0.0,0.0,3.359,25404680.0,24760982.0,2050306048.0,19136512.0,271695872.0,12364951552.0
17-10 21:27:17,17.862,7.301,71.056,0.0,0.0,3.781,25389786.0,24771374.0,2048372736.0,19136512.0,271695872.0,12366884864.0
17-10 21:27:18,18.566,7.554,70.935,0.0,0.0,2.945,25397743.0,24809140.0,2051203072.0,19136512.0,271695872.0,12364054528.0
17-10 21:27:19,17.564,7.564,71.923,0.0,0.0,2.949,25401425.0,24734550.0,2048811008.0,19136512.0,271695872.0,12366446592.0
17-10 21:27:20,17.862,7.040,71.186,0.0,0.0,3.911,25394785.0,24783888.0,2051006464.0,19136512.0,271695872.0,12364251136.0
17-10 21:27:21,17.922,7.143,72.078,0.0,0.0,2.857,25395167.0,24769683.0,2050973696.0,19136512.0,271695872.0,12364283904.0
17-10 21:27:22,17.969,6.641,72.135,0.0,0.0,3.255,25406213.0,24776811.0,2049105920.0,19136512.0,271695872.0,12366151680.0
17-10 21:27:23,16.967,6.555,72.879,0.0,0.0,3.599,25385901.0,24755234.0,2048966656.0,19136512.0,271695872.0,12366290944.0
17-10 21:27:24,18.205,5.897,72.821,0.0,0.0,3.077,25400149.0,24797730.0,2051424256.0,19136512.0,271695872.0,12363833344.0
17-10 21:27:25,16.361,7.461,72.775,0.0,0.0,3.403,25407373.0,24794899.0,2051129344.0,19136512.0,271695872.0,12364128256.0
17-10 21:27:26,18.750,5.740,72.321,0.0,0.0,3.189,25390226.0,24759967.0,2049163264.0,19136512.0,271695872.0,12366094336.0
17-10 21:27:27,18.718,6.282,71.923,0.0,0.0,3.077,25394281.0,24770751.0,2051391488.0,19136512.0,271695872.0,12363866112.0
17-10 21:27:28,18.170,6.830,72.036,0.0,0.0,2.964,25407093.0,24777790.0,2051649536.0,19136512.0,271695872.0,12363608064.0
17-10 21:27:29,17.313,5.943,72.868,0.0,0.0,3.876,25384805.0,24750099.0,2049486848.0,19136512.0,271695872.0,12365770752.0
17-10 21:27:30,17.548,6.323,72.387,0.0,0.0,3.742,25796299.0,25178998.0,2051416064.0,19136512.0,271699968.0,12363837440.0
17-10 21:27:31,17.935,6.710,71.871,0.0,0.0,3.484,25406804.0,24798524.0,2051317760.0,19136512.0,271699968.0,12363935744.0
17-10 21:27:32,17.548,7.226,71.484,0.0,0.0,3.742,25390666.0,24763505.0,2049548288.0,19136512.0,271699968.0,12365705216.0
17-10 21:27:33,17.431,7.864,72.084,0.0,0.0,2.621,25963800.0,25301647.0,2051129344.0,19136512.0,271699968.0,12364124160.0
17-10 21:27:34,18.182,6.402,72.087,0.0,0.0,3.329,25406027.0,24810609.0,2051096576.0,19136512.0,271699968.0,12364156928.0
17-10 21:27:35,17.188,6.120,72.656,0.0,0.0,4.036,25381114.0,24751629.0,2053292032.0,19136512.0,271699968.0,12361961472.0
17-10 21:27:36,20.510,7.389,67.771,0.0,0.0,4.331,25399321.0,24776059.0,2053160960.0,19136512.0,271699968.0,12362092544.0
17-10 21:27:37,18.968,7.484,69.935,0.0,0.0,3.613,25406661.0,24768172.0,2051129344.0,19136512.0,271699968.0,12364124160.0
17-10 21:27:38,17.083,8.673,69.514,0.131,0.0,4.599,25386737.0,24785588.0,2053033984.0,19144704.0,271699968.0,12362211328.0
17-10 21:27:39,19.241,8.354,68.228,0.0,0.0,4.177,25399953.0,24790102.0,2053165056.0,19144704.0,271699968.0,12362080256.0
17-10 21:27:40,18.158,7.237,69.868,0.0,0.0,4.737,25388509.0,24748007.0,2097238016.0,19144704.0,271699968.0,12318007296.0
17-10 21:27:41,17.685,7.022,70.741,0.0,0.0,4.551,25404053.0,24763350.0,2097336320.0,19144704.0,271699968.0,12317908992.0
17-10 21:27:42,19.010,6.771,70.443,0.0,0.0,3.776,25395987.0,24781460.0,2095271936.0,19144704.0,271699968.0,12319973376.0
17-10 21:27:43,19.401,6.771,69.010,0.0,0.0,4.818,25400583.0,24750438.0,2095116288.0,19144704.0,271699968.0,12320129024.0
17-10 21:27:44,17.386,6.536,73.072,0.0,0.0,3.007,25382090.0,24822308.0,2095214592.0,19144704.0,271699968.0,12320030720.0
17-10 21:27:45,18.710,7.332,70.796,0.0,0.0,3.161,25395858.0,24748238.0,2095247360.0,19144704.0,271699968.0,12319997952.0
17-10 21:27:46,19.769,8.472,68.678,0.0,0.0,3.081,25401947.0,24825142.0,2095247360.0,19144704.0,271699968.0,12319997952.0
17-10 21:27:47,19.023,7.198,69.280,0.0,0.0,4.499,25391563.0,24745490.0,2093150208.0,19144704.0,271699968.0,12322095104.0
17-10 21:27:48,17.725,7.407,69.312,0.0,0.0,5.556,25391221.0,24785816.0,2093178880.0,19144704.0,271704064.0,12322062336.0
17-10 21:27:49,19.448,7.753,68.594,0.0,0.0,4.205,25401299.0,24778323.0,2093211648.0,19144704.0,271704064.0,12322029568.0
17-10 21:27:50,19.246,8.322,69.831,0.0,0.0,2.601,25384406.0,24720220.0,2091048960.0,19144704.0,271704064.0,12324192256.0
17-10 21:27:51,19.506,7.412,69.441,0.0,0.0,3.641,25401257.0,24801290.0,2091081728.0,19144704.0,271704064.0,12324159488.0
17-10 21:27:52,20.592,7.722,68.340,0.0,0.0,3.346,25405663.0,24778963.0,2091147264.0,19144704.0,271704064.0,12324093952.0
17-10 21:27:53,18.031,7.673,70.332,0.0,0.0,3.964,25387727.0,24778687.0,2088919040.0,19144704.0,271704064.0,12326322176.0
17-10 21:27:54,15.456,6.473,74.240,0.0,0.0,3.831,25394537.0,24768939.0,2088919040.0,19144704.0,271704064.0,12326322176.0
17-10 21:27:55,18.277,6.136,72.585,0.0,0.0,3.003,25406221.0,24776247.0,2088919040.0,19144704.0,271704064.0,12326322176.0
17-10 21:27:56,17.346,6.570,72.142,0.0,0.0,3.942,25386946.0,24768976.0,2086952960.0,19144704.0,271704064.0,12328288256.0
17-10 21:27:57,18.240,6.250,71.684,0.0,0.0,3.827,25394803.0,24771494.0,2086723584.0,19144704.0,271704064.0,12328517632.0
17-10 21:27:58,17.594,5.821,73.739,0.0,0.0,2.846,25405679.0,24794279.0,2084769792.0,19144704.0,271704064.0,12330471424.0
17-10 21:27:59,16.645,6.018,72.855,0.0,0.0,4.481,25392019.0,24759395.0,2084540416.0,19144704.0,271704064.0,12330700800.0
17-10 21:28:00,17.408,7.370,71.665,0.0,0.0,3.558,25395551.0,24771181.0,2082344960.0,19144704.0,271704064.0,12332896256.0
17-10 21:28:01,19.166,6.649,70.404,0.0,0.0,3.781,25401187.0,24772592.0,2082279424.0,19144704.0,271704064.0,12332961792.0
17-10 21:28:02,20.368,7.622,67.674,0.0,0.0,4.336,25385201.0,24730895.0,2080280576.0,19144704.0,271704064.0,12334960640.0
17-10 21:28:03,17.775,7.161,71.739,0.0,0.0,3.325,25407140.0,24813064.0,2080780288.0,19144704.0,271704064.0,12334460928.0
17-10 21:28:04,18.016,6.266,71.802,0.0,0.0,3.916,25397265.0,24787179.0,2078416896.0,19144704.0,271708160.0,12336820224.0
17-10 21:28:05,17.228,6.736,72.539,0.0,0.0,3.497,25394086.0,24752884.0,2078875648.0,19144704.0,271708160.0,12336361472.0
17-10 21:28:06,18.041,5.670,72.938,0.0,0.0,3.351,25382472.0,24788789.0,2078744576.0,19144704.0,271708160.0,12336492544.0
17-10 21:28:07,17.594,6.986,72.316,0.0,0.0,3.105,25406720.0,24788419.0,2076811264.0,19144704.0,271708160.0,12338425856.0
17-10 21:28:08,17.206,5.951,71.539,0.259,0.0,5.045,25391190.0,24772331.0,2074705920.0,19152896.0,271708160.0,12340523008.0
17-10 21:28:09,17.548,6.194,71.613,0.0,0.0,4.645,25399558.0,24741012.0,2074869760.0,19152896.0,271708160.0,12340359168.0
17-10 21:28:10,18.099,6.510,71.875,0.0,0.0,3.516,25401215.0,24790239.0,2072576000.0,19152896.0,271708160.0,12342652928.0
17-10 21:28:11,16.057,6.136,74.804,0.0,0.0,3.003,25399540.0,24762289.0,2072739840.0,19152896.0,271708160.0,12342489088.0
17-10 21:28:12,17.169,5.505,74.181,0.0,0.0,3.145,25388096.0,24811705.0,2072412160.0,19152896.0,271708160.0,12342816768.0
17-10 21:28:13,18.314,5.665,72.464,0.0,0.0,3.557,25405923.0,24791897.0,2070601728.0,19152896.0,271708160.0,12344627200.0
17-10 21:28:14,17.250,6.485,72.763,0.0,0.0,3.502,25394716.0,24757663.0,2070634496.0,19152896.0,271708160.0,12344594432.0
17-10 21:28:15,18.321,6.743,71.628,0.0,0.0,3.308,25390597.0,24753783.0,2068668416.0,19152896.0,271708160.0,12346560512.0
17-10 21:28:16,17.098,7.254,71.114,0.0,0.0,4.534,25407068.0,24773829.0,2068865024.0,19152896.0,271708160.0,12346363904.0
17-10 21:28:17,17.560,7.105,71.850,0.0,0.0,3.485,25789405.0,25158101.0,2068668416.0,19152896.0,271708160.0,12346560512.0
17-10 21:28:18,15.052,6.545,74.607,0.0,0.0,3.796,25417474.0,24808537.0,2066153472.0,19152896.0,271708160.0,12349075456.0
17-10 21:28:19,18.310,6.658,71.703,0.0,0.0,3.329,25800767.0,25161390.0,2063958016.0,19152896.0,271708160.0,12351270912.0
17-10 21:28:20,17.139,6.701,73.196,0.0,0.0,2.964,25395644.0,24774009.0,2064220160.0,19152896.0,271708160.0,12351008768.0
17-10 21:28:21,16.408,6.202,74.419,0.0,0.0,2.972,25391565.0,24768258.0,2061926400.0,19152896.0,271708160.0,12353302528.0
17-10 21:28:22,16.645,5.806,73.419,0.0,0.0,4.129,25406912.0,24796947.0,2062155776.0,19152896.0,271708160.0,12353073152.0
17-10 21:28:23,16.408,7.364,72.351,0.0,0.0,3.876,25395031.0,24765240.0,2061828096.0,19152896.0,271708160.0,12353400832.0
17-10 21:28:24,16.209,6.405,74.248,0.0,0.0,3.137,25790240.0,25137180.0,2059960320.0,19152896.0,271708160.0,12355268608.0
17-10 21:28:25,15.948,6.275,74.771,0.0,0.0,3.007,25399927.0,24781691.0,2060058624.0,19152896.0,271708160.0,12355170304.0
17-10 21:28:26,16.515,4.941,75.163,0.0,0.0,3.381,25400903.0,24760429.0,2060025856.0,19152896.0,271708160.0,12355203072.0
17-10 21:28:27,15.674,6.865,73.575,0.0,0.0,3.886,25392063.0,24782632.0,2057863168.0,19152896.0,271708160.0,12357365760.0
17-10 21:28:28,16.984,6.337,72.750,0.0,0.0,3.929,25396155.0,24782476.0,2057867264.0,19152896.0,271708160.0,12357361664.0
17-10 21:28:29,16.220,6.386,73.436,0.0,0.0,3.959,25406193.0,24783744.0,2055737344.0,19152896.0,271708160.0,12359491584.0
17-10 21:28:30,17.609,5.784,72.751,0.0,0.0,3.856,25384791.0,24738829.0,2055507968.0,19152896.0,271708160.0,12359720960.0
17-10 21:28:31,16.601,5.098,75.294,0.0,0.0,3.007,25379579.0,24803731.0,2053181440.0,19152896.0,271708160.0,12362047488.0
17-10 21:28:32,15.515,6.910,74.446,0.0,0.0,3.129,25427051.0,24775232.0,2053378048.0,19152896.0,271708160.0,12361850880.0
17-10 21:28:33,14.863,6.649,75.359,0.0,0.0,3.129,25386098.0,24778578.0,2053378048.0,19152896.0,271708160.0,12361850880.0
17-10 21:28:34,17.526,5.928,73.454,0.0,0.0,3.093,25400340.0,24753813.0,2053476352.0,19152896.0,271708160.0,12361752576.0
