"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Client1",,,,"User:","zhiyang"
"Cmdline:","dstat -tcnm --output ../logs/1/dstat_client1.csv",,,,"Date:","17 Oct 2018 23:20:40 UTC"

"system","total cpu usage",,,,,,"net/total",,"memory usage",,,
18-10 00:11:24,11.340,17.526,63.402,0.0,0.0,7.732,31199802.0,1080750.0,313778176.0,15728640.0,195751936.0,3083808768.0
18-10 00:11:25,11.055,19.095,60.302,0.0,0.0,9.548,30828127.0,1070208.0,313868288.0,15728640.0,195751936.0,3083718656.0
18-10 00:11:26,9.137,18.782,62.437,0.0,0.0,9.645,30452395.0,1056721.0,313843712.0,15728640.0,195751936.0,3083743232.0
18-10 00:11:27,12.376,20.297,57.921,0.0,0.0,9.406,31479461.0,1092721.0,313827328.0,15728640.0,195751936.0,3083759616.0
18-10 00:11:28,11.518,16.754,64.398,0.0,0.0,7.330,29586947.0,1032191.0,313683968.0,15728640.0,195751936.0,3083902976.0
18-10 00:11:29,10.0,15.789,66.316,0.0,0.0,7.895,30870689.0,1068751.0,313618432.0,15728640.0,195751936.0,3083968512.0
18-10 00:11:30,9.474,16.842,67.368,0.0,0.0,6.316,30110519.0,1043385.0,313774080.0,15728640.0,195751936.0,3083812864.0
18-10 00:11:31,13.158,17.368,61.579,0.0,0.0,7.895,31931054.0,1105752.0,313626624.0,15728640.0,195751936.0,3083960320.0
18-10 00:11:32,9.375,15.625,65.104,0.0,0.0,9.896,30559250.0,1062243.0,313651200.0,15728640.0,195751936.0,3083935744.0
18-10 00:11:33,10.270,17.297,66.486,0.0,0.0,5.946,29801864.0,1032077.0,313610240.0,15728640.0,195751936.0,3083976704.0
18-10 00:11:34,9.326,18.653,63.731,0.0,0.0,8.290,30606207.0,1061911.0,313667584.0,15728640.0,195751936.0,3083919360.0
18-10 00:11:35,9.326,17.617,64.767,0.0,0.0,8.290,30825293.0,1069980.0,313667584.0,15728640.0,195751936.0,3083919360.0
18-10 00:11:36,11.558,18.593,62.814,0.0,0.0,7.035,29957808.0,1036872.0,313782272.0,15728640.0,195751936.0,3083804672.0
18-10 00:11:37,8.556,17.112,67.380,0.0,0.0,6.952,30351526.0,1052350.0,313671680.0,15728640.0,195756032.0,3083911168.0
18-10 00:11:38,9.574,16.489,66.489,0.0,0.0,7.447,29951839.0,1040200.0,313663488.0,15728640.0,195756032.0,3083919360.0
18-10 00:11:39,10.938,17.188,64.583,0.0,0.0,7.292,29912783.0,1035948.0,313671680.0,15728640.0,195756032.0,3083911168.0
18-10 00:11:40,11.230,15.508,66.845,0.0,0.0,6.417,30856460.0,1067276.0,313761792.0,15728640.0,195756032.0,3083821056.0
18-10 00:11:41,12.953,19.171,59.067,0.0,0.0,8.808,30369940.0,1058854.0,313720832.0,15728640.0,195756032.0,3083862016.0
18-10 00:11:42,7.692,17.033,66.484,0.0,0.0,8.791,31091529.0,1075192.0,313708544.0,15728640.0,195760128.0,3083870208.0
18-10 00:11:43,9.453,16.915,64.179,0.0,0.0,9.453,30577970.0,1060146.0,313569280.0,15728640.0,195760128.0,3084009472.0
18-10 00:11:44,8.854,16.146,64.062,0.0,0.0,10.938,30158210.0,1048554.0,313708544.0,15728640.0,195760128.0,3083870208.0
18-10 00:11:45,9.231,19.487,62.051,1.026,0.0,8.205,30114690.0,1041806.0,313683968.0,15736832.0,195760128.0,3083886592.0
18-10 00:11:46,10.714,18.878,62.755,0.0,0.0,7.653,30587823.0,1060111.0,313704448.0,15736832.0,195760128.0,3083866112.0
18-10 00:11:47,10.471,18.325,63.874,0.0,0.0,7.330,30994887.0,1078819.0,313810944.0,15736832.0,195760128.0,3083759616.0
18-10 00:11:48,11.616,15.657,64.646,0.0,0.0,8.081,30044007.0,1040613.0,313819136.0,15736832.0,195760128.0,3083751424.0
18-10 00:11:49,9.231,17.949,64.615,0.0,0.0,8.205,30706405.0,1063254.0,313679872.0,15736832.0,195760128.0,3083890688.0
18-10 00:11:50,9.845,16.062,63.731,0.0,0.0,10.363,30232202.0,1050235.0,313786368.0,15736832.0,195760128.0,3083784192.0
18-10 00:11:51,10.417,18.750,63.021,0.0,0.0,7.812,31024920.0,1072266.0,315596800.0,15736832.0,195760128.0,3081973760.0
18-10 00:11:52,10.938,19.792,62.500,0.0,0.0,6.771,31486841.0,1094329.0,313536512.0,15736832.0,195764224.0,3084029952.0
18-10 00:11:53,10.938,16.667,63.021,0.0,0.0,9.375,30664383.0,1065633.0,313520128.0,15736832.0,195764224.0,3084046336.0
18-10 00:11:54,8.466,17.460,65.608,0.0,0.0,8.466,30528616.0,1053874.0,313552896.0,15736832.0,195764224.0,3084013568.0
18-10 00:11:55,6.806,19.372,63.874,0.0,0.0,9.948,31084275.0,1080578.0,313511936.0,15736832.0,195764224.0,3084054528.0
18-10 00:11:56,10.526,17.895,62.632,0.0,0.0,8.947,31658500.0,1101023.0,313561088.0,15736832.0,195764224.0,3084005376.0
18-10 00:11:57,12.371,15.464,62.887,0.0,0.0,9.278,29793336.0,1031549.0,314494976.0,15736832.0,195764224.0,3083071488.0
18-10 00:11:58,11.224,20.918,62.755,0.0,0.0,5.102,30426141.0,1055646.0,314585088.0,15736832.0,195764224.0,3082981376.0
18-10 00:11:59,11.735,17.347,61.735,0.0,0.0,9.184,30709538.0,1068107.0,314634240.0,15736832.0,195764224.0,3082932224.0
18-10 00:12:00,8.466,19.048,66.138,0.0,0.0,6.349,30822481.0,1068023.0,313257984.0,15736832.0,195764224.0,3084308480.0
18-10 00:12:01,9.948,17.801,65.445,0.0,0.0,6.806,30918455.0,1069371.0,313257984.0,15736832.0,195764224.0,3084308480.0
18-10 00:12:02,10.363,18.653,61.140,0.0,0.0,9.845,31173751.0,1084920.0,313585664.0,15736832.0,195764224.0,3083980800.0
18-10 00:12:03,7.330,19.372,67.539,0.0,0.0,5.759,30252019.0,1048540.0,313495552.0,15736832.0,195764224.0,3084070912.0
18-10 00:12:04,9.744,18.462,64.103,0.0,0.0,7.692,31879251.0,1103264.0,313536512.0,15736832.0,195764224.0,3084029952.0
18-10 00:12:05,14.211,14.737,64.737,0.0,0.0,6.316,30492296.0,1060547.0,313470976.0,15736832.0,195764224.0,3084095488.0
18-10 00:12:06,10.309,17.526,63.918,0.0,0.0,8.247,31366828.0,1087639.0,313536512.0,15736832.0,195764224.0,3084029952.0
18-10 00:12:07,10.938,18.229,63.542,0.0,0.0,7.292,30882635.0,1069819.0,313393152.0,15736832.0,195764224.0,3084173312.0
18-10 00:12:08,11.282,18.462,62.564,0.0,0.0,7.692,30717905.0,1065955.0,313434112.0,15736832.0,195764224.0,3084132352.0
18-10 00:12:09,9.424,16.230,64.921,0.0,0.0,9.424,31779704.0,1102745.0,313368576.0,15736832.0,195764224.0,3084197888.0
18-10 00:12:10,11.558,18.593,61.809,0.0,0.0,8.040,31612286.0,1093820.0,313495552.0,15736832.0,195768320.0,3084066816.0
18-10 00:12:11,11.443,18.408,61.692,0.0,0.0,8.458,30456632.0,1054766.0,313528320.0,15736832.0,195768320.0,3084034048.0
18-10 00:12:12,10.053,16.931,65.608,0.0,0.0,7.407,29892362.0,1040465.0,313778176.0,15736832.0,195768320.0,3083784192.0
18-10 00:12:13,8.696,14.674,67.935,0.0,0.0,8.696,30352870.0,1049185.0,313835520.0,15736832.0,195768320.0,3083726848.0
18-10 00:12:14,10.309,18.557,62.371,0.0,0.0,8.763,30253464.0,1052862.0,313778176.0,15736832.0,195768320.0,3083784192.0
18-10 00:12:15,10.204,16.837,63.265,0.510,0.0,9.184,30919773.0,1071499.0,313802752.0,15745024.0,195768320.0,3083751424.0
18-10 00:12:16,10.714,17.857,63.265,0.0,0.0,8.163,30609753.0,1059320.0,313778176.0,15745024.0,195768320.0,3083776000.0
18-10 00:12:17,9.948,18.848,63.351,0.0,0.0,7.853,30081561.0,1047495.0,313700352.0,15745024.0,195768320.0,3083853824.0
18-10 00:12:18,8.333,18.229,64.062,0.0,0.0,9.375,30941272.0,1071251.0,313733120.0,15745024.0,195768320.0,3083821056.0
18-10 00:12:19,9.278,17.526,67.010,0.0,0.0,6.186,30036986.0,1039340.0,313667584.0,15745024.0,195768320.0,3083886592.0
18-10 00:12:20,9.626,17.112,63.636,0.0,0.0,9.626,31192386.0,1086069.0,313634816.0,15745024.0,195768320.0,3083919360.0
18-10 00:12:21,8.808,16.580,64.249,0.0,0.0,10.363,29718585.0,1029207.0,313536512.0,15745024.0,195768320.0,3084017664.0
18-10 00:12:22,9.043,19.681,62.234,0.0,0.0,9.043,31619559.0,1095838.0,313393152.0,15745024.0,195768320.0,3084161024.0
18-10 00:12:23,10.204,17.857,64.286,0.0,0.0,7.653,30348442.0,1053329.0,313450496.0,15745024.0,195768320.0,3084103680.0
18-10 00:12:24,9.326,17.617,63.731,0.0,0.0,9.326,30537579.0,1059112.0,313548800.0,15745024.0,195768320.0,3084005376.0
18-10 00:12:25,8.673,17.857,63.265,0.0,0.0,10.204,30940121.0,1069478.0,313483264.0,15745024.0,195768320.0,3084070912.0
18-10 00:12:26,8.511,16.489,65.426,0.0,0.0,9.574,31267974.0,1089469.0,313516032.0,15745024.0,195768320.0,3084038144.0
18-10 00:12:27,11.275,21.569,57.843,0.0,0.0,9.314,29634178.0,1032687.0,313638912.0,15745024.0,195772416.0,3083911168.0
18-10 00:12:28,10.204,17.347,65.306,0.0,0.0,7.143,30665955.0,1061496.0,313663488.0,15745024.0,195772416.0,3083886592.0
18-10 00:12:29,11.765,17.112,60.963,0.0,0.0,10.160,30802893.0,1068931.0,313630720.0,15745024.0,195772416.0,3083919360.0
18-10 00:12:30,11.940,17.413,61.692,0.0,0.0,8.955,32009048.0,1108866.0,313630720.0,15745024.0,195772416.0,3083919360.0
18-10 00:12:31,11.579,19.474,62.105,0.0,0.0,6.842,32764903.0,1136713.0,313659392.0,15745024.0,195776512.0,3083886592.0
18-10 00:12:32,8.333,18.750,64.062,0.0,0.0,8.854,31156102.0,1077907.0,313823232.0,15745024.0,195776512.0,3083722752.0
18-10 00:12:33,10.363,17.617,63.731,0.0,0.0,8.290,30552098.0,1062281.0,313724928.0,15745024.0,195776512.0,3083821056.0
18-10 00:12:34,10.0,16.842,62.632,0.0,0.0,10.526,31395894.0,1089296.0,313634816.0,15745024.0,195776512.0,3083911168.0
18-10 00:12:35,9.184,18.367,63.265,0.0,0.0,9.184,30160715.0,1044749.0,313659392.0,15745024.0,195776512.0,3083886592.0
18-10 00:12:36,11.458,16.146,64.062,0.0,0.0,8.333,30290690.0,1052986.0,313593856.0,15745024.0,195776512.0,3083952128.0
18-10 00:12:37,7.937,19.048,65.079,0.0,0.0,7.937,31290658.0,1082503.0,313569280.0,15745024.0,195780608.0,3083972608.0
18-10 00:12:38,7.895,19.474,63.684,0.0,0.0,8.947,31768067.0,1101462.0,313470976.0,15745024.0,195780608.0,3084070912.0
18-10 00:12:39,10.606,18.687,61.111,0.0,0.0,9.596,31391726.0,1088336.0,313561088.0,15745024.0,195780608.0,3083980800.0
18-10 00:12:40,9.278,15.979,62.887,0.0,0.0,11.856,31088549.0,1079133.0,313368576.0,15745024.0,195780608.0,3084173312.0
18-10 00:12:41,7.895,19.474,66.842,0.0,0.0,5.789,30765452.0,1065012.0,313409536.0,15745024.0,195780608.0,3084132352.0
18-10 00:12:42,9.574,15.957,65.426,0.0,0.0,9.043,29986488.0,1044068.0,313524224.0,15745024.0,195780608.0,3084017664.0
18-10 00:12:43,9.326,17.617,64.249,0.0,0.0,8.808,30680398.0,1061813.0,313532416.0,15745024.0,195780608.0,3084009472.0
18-10 00:12:44,10.256,16.923,65.641,0.0,0.0,7.179,30549039.0,1054577.0,313638912.0,15745024.0,195780608.0,3083902976.0
18-10 00:12:45,11.340,19.072,62.371,1.031,0.0,6.186,29341589.0,1024606.0,313663488.0,15753216.0,195780608.0,3083870208.0
18-10 00:12:46,11.558,19.095,60.804,0.0,0.0,8.543,31928348.0,1104426.0,313589760.0,15753216.0,195780608.0,3083943936.0
18-10 00:12:47,11.053,21.579,60.0,0.0,0.0,7.368,31476335.0,1086859.0,313913344.0,15753216.0,195780608.0,3083620352.0
18-10 00:12:48,10.769,18.974,61.026,0.0,0.0,9.231,30761032.0,1074418.0,313655296.0,15753216.0,195780608.0,3083878400.0
18-10 00:12:49,12.435,15.544,65.803,0.0,0.0,6.218,31720191.0,1098846.0,313614336.0,15753216.0,195780608.0,3083919360.0
18-10 00:12:50,9.290,16.940,66.120,0.0,0.0,7.650,30954104.0,1071531.0,313671680.0,15753216.0,195780608.0,3083862016.0
18-10 00:12:51,7.895,16.316,67.368,0.0,0.0,8.421,29890903.0,1039550.0,313688064.0,15753216.0,195780608.0,3083845632.0
18-10 00:12:52,9.278,19.072,62.887,0.0,0.0,8.763,30615553.0,1060382.0,313282560.0,15753216.0,195780608.0,3084251136.0
18-10 00:12:53,10.050,17.588,62.312,0.0,0.0,10.050,30671755.0,1061865.0,313335808.0,15753216.0,195780608.0,3084197888.0
18-10 00:12:54,11.399,13.472,66.839,0.0,0.0,8.290,29459828.0,1022751.0,313417728.0,15753216.0,195780608.0,3084115968.0
18-10 00:12:55,9.845,18.653,64.249,0.0,0.0,7.254,30606510.0,1060496.0,313360384.0,15753216.0,195780608.0,3084173312.0
18-10 00:12:56,9.424,17.277,62.304,0.0,0.0,10.995,31170837.0,1081254.0,313483264.0,15753216.0,195780608.0,3084050432.0
18-10 00:12:57,12.366,20.430,60.753,0.0,0.0,6.452,31006114.0,1078291.0,313704448.0,15753216.0,195780608.0,3083829248.0
18-10 00:12:58,11.917,20.207,59.067,0.0,0.0,8.808,31775616.0,1100151.0,314122240.0,15753216.0,195780608.0,3083411456.0
18-10 00:12:59,10.995,18.325,62.827,0.0,0.0,7.853,32784597.0,1135007.0,314187776.0,15753216.0,195780608.0,3083345920.0
18-10 00:13:00,11.282,17.949,64.103,0.0,0.0,6.667,30305357.0,1056749.0,314286080.0,15753216.0,195780608.0,3083247616.0
18-10 00:13:01,9.474,15.789,65.263,0.0,0.0,9.474,30751340.0,1064699.0,314138624.0,15753216.0,195780608.0,3083395072.0
18-10 00:13:02,8.163,18.878,63.265,0.0,0.0,9.694,30448173.0,1055102.0,314884096.0,15753216.0,195784704.0,3082645504.0
18-10 00:13:03,10.152,18.782,64.467,0.0,0.0,6.599,30471087.0,1058788.0,314867712.0,15753216.0,195784704.0,3082661888.0
18-10 00:13:04,10.417,19.792,64.062,0.0,0.0,5.729,30939064.0,1069411.0,314097664.0,15753216.0,195784704.0,3083431936.0
18-10 00:13:05,7.330,19.372,64.921,0.0,0.0,8.377,32283118.0,1122564.0,314036224.0,15753216.0,195788800.0,3083489280.0
18-10 00:13:06,10.053,19.048,63.492,0.0,0.0,7.407,30057156.0,1044923.0,313995264.0,15753216.0,195788800.0,3083530240.0
18-10 00:13:07,9.239,19.022,64.130,0.0,0.0,7.609,31043886.0,1075396.0,313708544.0,15753216.0,195788800.0,3083816960.0
18-10 00:13:08,11.282,16.923,63.590,0.0,0.0,8.205,31069929.0,1072701.0,313724928.0,15753216.0,195788800.0,3083800576.0
18-10 00:13:09,10.050,16.080,63.317,0.0,0.0,10.553,30253436.0,1055299.0,313741312.0,15753216.0,195788800.0,3083784192.0
18-10 00:13:10,9.626,14.439,66.845,0.0,0.0,9.091,30628220.0,1059867.0,313798656.0,15753216.0,195788800.0,3083726848.0
18-10 00:13:11,8.673,19.388,63.265,0.0,0.0,8.673,31195427.0,1079153.0,313798656.0,15753216.0,195788800.0,3083726848.0
18-10 00:13:12,10.152,23.858,59.391,0.0,0.0,6.599,30792874.0,1072525.0,313708544.0,15753216.0,195788800.0,3083816960.0
18-10 00:13:13,10.152,18.782,63.959,0.0,0.0,7.107,29693304.0,1025787.0,313806848.0,15753216.0,195788800.0,3083718656.0
18-10 00:13:14,14.948,17.010,63.402,0.0,0.0,4.639,30902779.0,1074502.0,314331136.0,15753216.0,195788800.0,3083194368.0
18-10 00:13:15,12.371,16.495,61.340,1.031,0.0,8.763,31405949.0,1091573.0,314368000.0,15761408.0,195788800.0,3083149312.0
18-10 00:13:16,9.596,18.182,63.131,0.0,0.0,9.091,30489050.0,1057412.0,313946112.0,15761408.0,195788800.0,3083571200.0
18-10 00:13:17,9.896,20.312,63.542,0.0,0.0,6.250,31086687.0,1077126.0,313978880.0,15761408.0,195788800.0,3083538432.0
18-10 00:13:18,12.308,16.923,63.590,0.0,0.0,7.179,30689039.0,1067206.0,314052608.0,15761408.0,195788800.0,3083464704.0
18-10 00:13:19,7.692,18.462,66.667,0.0,0.0,7.179,29511851.0,1020465.0,313913344.0,15761408.0,195788800.0,3083603968.0
18-10 00:13:20,9.794,18.041,62.887,0.0,0.0,9.278,30994978.0,1073544.0,313970688.0,15761408.0,195788800.0,3083546624.0
18-10 00:13:21,10.106,19.149,64.362,0.0,0.0,6.383,31025197.0,1079759.0,313987072.0,15761408.0,195788800.0,3083530240.0
18-10 00:13:22,7.812,17.708,65.104,0.0,0.0,9.375,31055384.0,1075383.0,313995264.0,15761408.0,195788800.0,3083522048.0
18-10 00:13:23,7.407,19.048,66.138,0.0,0.0,7.407,30472497.0,1055098.0,314060800.0,15761408.0,195788800.0,3083456512.0
18-10 00:13:24,8.673,18.367,64.286,0.0,0.0,8.673,29839329.0,1037973.0,314036224.0,15761408.0,195788800.0,3083481088.0
18-10 00:13:25,12.500,14.500,64.0,0.0,0.0,9.0,31456485.0,1089858.0,313962496.0,15761408.0,195788800.0,3083554816.0
18-10 00:13:26,10.471,16.230,64.398,0.0,0.0,8.901,29779737.0,1031797.0,313950208.0,15761408.0,195792896.0,3083563008.0
18-10 00:13:27,12.435,20.207,59.585,0.0,0.0,7.772,30016883.0,1049447.0,314109952.0,15761408.0,195792896.0,3083403264.0
18-10 00:13:28,9.794,15.979,66.495,0.0,0.0,7.732,30129491.0,1044146.0,314642432.0,15761408.0,195792896.0,3082870784.0
18-10 00:13:29,11.170,16.489,65.957,0.0,0.0,6.383,31382577.0,1089295.0,314699776.0,15761408.0,195792896.0,3082813440.0
18-10 00:13:30,11.458,16.146,63.542,0.0,0.0,8.854,30800124.0,1070138.0,314658816.0,15761408.0,195792896.0,3082854400.0
18-10 00:13:31,9.845,19.689,63.212,0.0,0.0,7.254,31041000.0,1075156.0,314634240.0,15761408.0,195792896.0,3082878976.0
18-10 00:13:32,10.204,19.898,60.714,0.0,0.0,9.184,31169529.0,1074287.0,315260928.0,15761408.0,195796992.0,3082248192.0
18-10 00:13:33,12.183,16.751,61.929,0.0,0.0,9.137,30727598.0,1071295.0,314200064.0,15761408.0,195796992.0,3083309056.0
18-10 00:13:34,7.368,18.421,64.737,0.0,0.0,9.474,30507837.0,1059828.0,314314752.0,15761408.0,195796992.0,3083194368.0
18-10 00:13:35,7.812,21.875,62.500,0.0,0.0,7.812,31587904.0,1093983.0,314171392.0,15761408.0,195796992.0,3083337728.0
18-10 00:13:36,10.582,17.460,65.608,0.0,0.0,6.349,31366791.0,1082301.0,314331136.0,15761408.0,195801088.0,3083173888.0
18-10 00:13:37,9.524,16.931,65.079,0.0,0.0,8.466,30390371.0,1060609.0,313839616.0,15761408.0,195801088.0,3083665408.0
18-10 00:13:38,10.938,13.542,65.104,0.0,0.0,10.417,31345384.0,1086210.0,313954304.0,15761408.0,195801088.0,3083550720.0
18-10 00:13:39,10.769,16.410,63.077,0.0,0.0,9.744,30649923.0,1062123.0,313880576.0,15761408.0,195801088.0,3083624448.0
18-10 00:13:40,12.0,18.500,60.0,0.0,0.0,9.500,31925346.0,1108845.0,313864192.0,15761408.0,195801088.0,3083640832.0
18-10 00:13:41,10.309,18.041,65.979,0.0,0.0,5.670,29991946.0,1039759.0,313896960.0,15761408.0,195801088.0,3083608064.0
18-10 00:13:42,11.290,15.591,65.591,0.0,0.0,7.527,31303622.0,1083620.0,314134528.0,15761408.0,195801088.0,3083370496.0
18-10 00:13:43,8.854,17.188,65.625,0.0,0.0,8.333,30655929.0,1066552.0,314052608.0,15761408.0,195801088.0,3083452416.0
18-10 00:13:44,8.854,17.188,66.146,0.0,0.0,7.812,30446493.0,1054523.0,314159104.0,15761408.0,195801088.0,3083345920.0
18-10 00:13:45,8.854,15.104,66.146,1.042,0.0,8.854,31015200.0,1072741.0,314077184.0,15769600.0,195801088.0,3083419648.0
18-10 00:13:46,11.616,18.182,60.606,0.0,0.0,9.596,31312075.0,1088316.0,314126336.0,15769600.0,195801088.0,3083370496.0
18-10 00:13:47,12.042,14.136,63.351,0.0,0.0,10.471,30779947.0,1066773.0,313909248.0,15769600.0,195801088.0,3083587584.0
18-10 00:13:48,9.474,16.316,65.789,0.0,0.0,8.421,31395887.0,1088269.0,313901056.0,15769600.0,195801088.0,3083595776.0
18-10 00:13:49,7.487,19.251,65.775,0.0,0.0,7.487,31900965.0,1109089.0,314032128.0,15769600.0,195801088.0,3083464704.0
18-10 00:13:50,10.660,17.766,61.421,0.0,0.0,10.152,31327682.0,1084391.0,313925632.0,15769600.0,195801088.0,3083571200.0
18-10 00:13:51,12.183,16.751,63.959,0.0,0.0,7.107,30873585.0,1069768.0,313860096.0,15769600.0,195801088.0,3083636736.0
18-10 00:13:52,12.371,19.072,60.825,0.0,0.0,7.732,30188347.0,1048567.0,313774080.0,15769600.0,195801088.0,3083722752.0
18-10 00:13:53,9.677,14.516,69.355,0.0,0.0,6.452,30772645.0,1067196.0,313774080.0,15769600.0,195801088.0,3083722752.0
18-10 00:13:54,10.270,14.054,67.027,0.0,0.0,8.649,30875211.0,1069423.0,313815040.0,15769600.0,195801088.0,3083681792.0
18-10 00:13:55,12.169,17.989,61.905,0.0,0.0,7.937,31690233.0,1101419.0,313864192.0,15769600.0,195801088.0,3083632640.0
18-10 00:13:56,9.744,17.436,65.128,0.0,0.0,7.692,30688904.0,1063266.0,313806848.0,15769600.0,195801088.0,3083689984.0
18-10 00:13:57,13.0,19.500,59.500,0.0,0.0,8.0,32180662.0,1114300.0,313995264.0,15769600.0,195801088.0,3083501568.0
18-10 00:13:58,8.333,19.271,66.146,0.0,0.0,6.250,31235637.0,1084858.0,314011648.0,15769600.0,195801088.0,3083485184.0
18-10 00:13:59,10.417,18.750,61.979,0.0,0.0,8.854,31065450.0,1077324.0,314019840.0,15769600.0,195801088.0,3083476992.0
18-10 00:14:00,10.938,15.625,66.146,0.0,0.0,7.292,31889419.0,1103499.0,314114048.0,15769600.0,195805184.0,3083378688.0
18-10 00:14:01,8.377,18.325,65.969,0.0,0.0,7.330,30938474.0,1077078.0,314146816.0,15769600.0,195805184.0,3083345920.0
18-10 00:14:02,10.769,18.974,62.051,0.0,0.0,8.205,31795479.0,1100688.0,314068992.0,15769600.0,195805184.0,3083423744.0
18-10 00:14:03,10.309,15.979,64.948,0.0,0.0,8.763,30686097.0,1063359.0,314003456.0,15769600.0,195805184.0,3083489280.0
18-10 00:14:04,11.702,16.489,64.362,0.0,0.0,7.447,30863636.0,1073037.0,313921536.0,15769600.0,195805184.0,3083571200.0
18-10 00:14:05,8.466,15.344,68.254,0.0,0.0,7.937,30476994.0,1055370.0,313880576.0,15769600.0,195805184.0,3083612160.0
18-10 00:14:06,10.152,17.766,64.975,0.0,0.0,7.107,30836212.0,1067129.0,313896960.0,15769600.0,195805184.0,3083595776.0
18-10 00:14:07,9.091,20.321,62.567,0.0,0.0,8.021,31149147.0,1082939.0,313827328.0,15769600.0,195805184.0,3083665408.0
18-10 00:14:08,9.626,13.904,67.914,0.0,0.0,8.556,30513031.0,1057926.0,313909248.0,15769600.0,195805184.0,3083583488.0
18-10 00:14:09,10.448,19.900,63.184,0.0,0.0,6.468,30880898.0,1069411.0,313860096.0,15769600.0,195805184.0,3083632640.0
18-10 00:14:10,9.474,18.421,65.263,0.0,0.0,6.842,30605348.0,1064273.0,313843712.0,15769600.0,195805184.0,3083649024.0
18-10 00:14:11,11.940,17.910,61.194,0.0,0.0,8.955,31417308.0,1088162.0,313839616.0,15769600.0,195809280.0,3083649024.0
18-10 00:14:12,8.808,17.098,63.731,0.0,0.0,10.363,30865139.0,1064974.0,314183680.0,15769600.0,195809280.0,3083304960.0
18-10 00:14:13,10.215,15.591,66.129,0.0,0.0,8.065,30636866.0,1069315.0,314134528.0,15769600.0,195809280.0,3083354112.0
18-10 00:14:14,7.527,17.204,67.742,0.0,0.0,7.527,31035116.0,1073854.0,314052608.0,15769600.0,195809280.0,3083436032.0
18-10 00:14:15,8.421,15.789,66.842,0.526,0.0,8.421,30662747.0,1063073.0,313995264.0,15777792.0,195809280.0,3083485184.0
18-10 00:14:16,12.887,18.557,61.340,0.0,0.0,7.216,30800362.0,1071298.0,314802176.0,15777792.0,195809280.0,3082678272.0
18-10 00:14:17,9.948,18.325,62.304,0.0,0.0,9.424,31430621.0,1090091.0,315269120.0,15777792.0,195809280.0,3082211328.0
18-10 00:14:18,8.911,21.782,61.386,0.0,0.0,7.921,30589932.0,1060258.0,314322944.0,15777792.0,195809280.0,3083157504.0
18-10 00:14:19,11.795,16.923,65.128,0.0,0.0,6.154,30041397.0,1044318.0,314347520.0,15777792.0,195809280.0,3083132928.0
18-10 00:14:20,9.231,17.949,63.590,0.0,0.0,9.231,30693397.0,1063085.0,314339328.0,15777792.0,195809280.0,3083141120.0
18-10 00:14:21,11.640,15.344,66.138,0.0,0.0,6.878,31221385.0,1081679.0,314200064.0,15777792.0,195813376.0,3083276288.0
18-10 00:14:22,10.471,19.372,62.827,0.0,0.0,7.330,31033518.0,1079182.0,314224640.0,15777792.0,195813376.0,3083251712.0
18-10 00:14:23,9.474,15.789,65.263,0.0,0.0,9.474,30391861.0,1051042.0,314224640.0,15777792.0,195813376.0,3083251712.0
18-10 00:14:24,7.895,16.842,67.368,0.0,0.0,7.895,29775902.0,1031470.0,314183680.0,15777792.0,195813376.0,3083292672.0
18-10 00:14:25,11.579,20.0,61.053,0.0,0.0,7.368,30656833.0,1067095.0,314167296.0,15777792.0,195813376.0,3083309056.0
18-10 00:14:26,10.582,17.460,65.079,0.0,0.0,6.878,30602332.0,1060496.0,314232832.0,15777792.0,195813376.0,3083243520.0
18-10 00:14:27,14.660,18.325,60.209,0.0,0.0,6.806,30651256.0,1065190.0,314060800.0,15777792.0,195817472.0,3083411456.0
18-10 00:14:28,10.582,17.989,65.079,0.0,0.0,6.349,30176968.0,1051971.0,314028032.0,15777792.0,195817472.0,3083444224.0
18-10 00:14:29,8.122,18.274,64.467,0.0,0.0,9.137,30293649.0,1048834.0,314052608.0,15777792.0,195817472.0,3083419648.0
18-10 00:14:30,9.500,17.0,64.500,0.0,0.0,9.0,30412110.0,1053688.0,314028032.0,15777792.0,195817472.0,3083444224.0
18-10 00:14:31,14.286,16.837,62.245,0.0,0.0,6.633,30932991.0,1074787.0,313970688.0,15777792.0,195817472.0,3083501568.0
18-10 00:14:32,9.326,19.689,62.694,0.0,0.0,8.290,30352841.0,1050139.0,314126336.0,15777792.0,195817472.0,3083345920.0
18-10 00:14:33,11.979,15.625,65.104,0.0,0.0,7.292,31577697.0,1095538.0,314011648.0,15777792.0,195817472.0,3083460608.0
18-10 00:14:34,13.333,17.949,61.026,0.0,0.0,7.692,31592744.0,1095043.0,314093568.0,15777792.0,195817472.0,3083378688.0
18-10 00:14:35,9.845,18.135,63.731,0.0,0.0,8.290,29476393.0,1024956.0,314855424.0,15777792.0,195817472.0,3082616832.0
18-10 00:14:36,8.995,17.989,66.138,0.0,0.0,6.878,31318069.0,1085141.0,314912768.0,15777792.0,195817472.0,3082559488.0
18-10 00:14:37,8.290,19.689,66.321,0.0,0.0,5.699,30216231.0,1046574.0,315166720.0,15777792.0,195817472.0,3082305536.0
